name,norad_id,uplink,downlink,beacon,mode,callsign,status,satnogs_id
Phase-3B,14129,435.030-146.180,145.975-145.825,145.810,SSB CW,,inactive,WAGS-8572-2494-3083-1675
Phase-3C,19216,435.423-435.573,145.975-145.825,145.812,SSB CW,,re-entered,
Phase-3D,26609,,,2401.323,400bps PSK,,inactive,VMIE-3340-5003-6094-2811
Phase-4A,43700,2400.050-2400.300,10489.550-10489.800,,Linear  transponder,,active,LBQI-9987-6865-3928-8294
Phase-4A,43700,2401.500-2409.500,10491.000-10499.000,,Digital transponder,,unknown,LBQI-9987-6865-3928-8294
Phoenix,42706,,436.915,,9600bps GMSK,ON01TW,re-entered,UQOW-0891-3949-6041-9698
Phoenix,43188,437.325,435.525,,D-Star Telemetry,DP1GOS,inactive,MCHL-8693-9902-0813-2147
Phoenix,45258,,437.350/2402.500,,9600bps GMSK,WJ2XOY,re-entered,BZQX-4787-4409-1766-6854
PhoneSat1,39142,,2401.200-2431.200,437.425,1200bps AFSK,KJ6KRW-1,re-entered,
PhoneSat1,39146,,2401.200-2431.200,437.425,1200bps AFSK,KJ6KRW-2,re-entered,
PhoneSat2,39144,,2401.200-2431.200,437.425,1200bps AFSK,KJ6KRW,re-entered,
PhoneSat2.4,39381,,2401.200-2431.200,437.425,1200bps AFSK,KJ6KRW,re-entered,POSH-8480-5225-7899-6098
PhoneSat2.5,39684,,2401.200-2431.200,437.425,1200bps AFSK,KJ6KRW,re-entered,
PICACHO,,,401.500,,9600bps GMSK,,inactive,
PicoDragon,39413,,437.xxx,437.250,1200bps AFSK CW,XV9PID,re-entered,
PICO-1A-1,,,454.100,,LoRa,,inactive,
PICO-1A-2,,,454.100,,LoRa,,inactive,
PICO-1A-3,,,454.100,,LoRa,,inactive,
PICO-1A-4,,,454.300,,LoRa,,inactive,
PICO-1A-5,,,454.100,,LoRa,,inactive,
PICO-1A-6,,,454.300,,LoRa,,inactive,
PICO-1A-7,,,454.300,,LoRa,,inactive,
PICO-1A-8,,,454.100,,LoRa,,inactive,
PICO-1A-9,,,454.300,,LoRa,,inactive,
PICPOT,,,437.485,,9600bps FSK,,failure,
PICPOT,,,2440.000,,10kbit GFSK,,failure,
PicSat,43132,145.910,435.525,,1k2*/9k6 BPSK FM,PICSAT-2,active,HJCD-0974-5560-7412-4382
PIC-A,47317,,903.800,,19200bps GMSK,,inactive,
PIC-B,47318,,903.800,,19200bps GMSK,,inactive,
PION-BR1,50984,,437.300,,1200bps GFSK,,re-entered,
PIXL-1,47448,,400.575,,9600bps MSK,,active,HGYE-7318-8290-9065-4147
PLANETUM-1,52738,145.925,436.680,436.680,9k6* GFSK CW Digipeater,,active,CBUM-7092-9005-4302-8636
PlantSat,52188,,437.240,,4800bps FSK,,active,
PLATERO,,,,,,,unknown,
Platform-1,52770,,400.360,,2k4/4k8*/9k6 GFSK,SS2141,active,UIXV-7191-6999-4098-0253
Platform-2,55067,,401.360,,4800bps GFSK,,inactive,ZVIO-0893-8720-4254-3996
Platform-3,56183,,401.360,,4800bps GMSK,,unknown,
Platform-5,58339,,401.360/2277.500,,4800bps GMSK,PL0005,active,PRZP-7386-5227-9698-5175
Pleiades-Orpheus,,,437.400,,LoRa,,unknown,
Pocket-PUCP,,,437.200,437.200,1200bps AFSK CW,,inactive,
POEM-4,62461,145.825,145.870,,1k2AFSK FM APRS SSTV,,unknown,
PolyITAN-1,40042,,437.677,437.677,9600*bps FSK CW,EM0UKP,active,UIYC-4491-1380-9406-8215
PolyITAN-2-SAU,42732,,436.600,,9600bps BPSK,QBUA01,re-entered,ABDZ-2534-3699-5764-1439
PolyITAN-HP-30,55080,,436.600,,9600bps BPSK,,unknown,ZYWD-9710-2196-8044-4595
Polytech-Universe-1,53372,,436.896/436.996,,,125k LoRa,unknown,BIBQ-3650-2732-6215-9835
Polytech-Universe-2,53371,,437.476/437.576,,,125k LoRa,unknown,BMIA-4278-8868-6922-2242
Polytech-Universe-3,57191,,435.415,,LoRa/FSK,RS46S,active,BFHE-2231-6239-4744-4815
Polytech_Universe-4,61747,,437.785,,LoRa,RS71S,unknown,
Polytech_Universe-5,61745,,437.885,,LoRa,RS70S,unknown,
Pony-Express-2A,59105,,400.840,,19k6_GMSK,,unknown,LNQC-5899-0906-5843-5467
Pony-Express-2B,59104,,401.340,,19k6_GMSK,,unknown,EYJA-7830-4114-3014-1194
POPSAT-HIP1,40028,,437.405,437.405,1k2 9k6 CCSDS CW,POPSAT,inactive,
PO-28,22829,145.925/145.975,435.075/435.275,,9600bps FSK,POSAT1-11 12,inactive,
PO-34,25520,436.500,,,Spectrum,,inactive,
PO-63,29712,,145.825,,1200bps AFSK,LU1YUC,inactive,
PO-101,43678,437.500,145.900,145.900,FM* tone 141.3Hz CW,D1W2PH,active,HIEK-3729-5596-2727-4744
Pratham,41783,,437.455,145.980,1200bps AFSK CW,PRATHAM,inactive,BVPV-2085-0638-3310-5387
PRETTY,58023,,137.500/137.740*,,38k4 GFSK,,unknown,JLVL-3609-6878-3879-9628
PrintSat,,,437.325,,9600bps GMSK,,failure,
PRISM,33493,,437.425,437.250,1k2AFSK 9k6GMSK CW*,JQ1YCX,active,VAJK-7711-8203-8371-3078
Proci-2,,,2217.000,,FM,,unknown,
Proiteres,38756,,437.485,437.485,1200bps AFSK CW,JL3YZL,inactive,NHVG-4421-1523-2154-0492
Proiteres-2,,435.650,145.850,145.850,1k2AFSK Digipeater CW,,unknown,
PROTOMETHEE-1,58321,,401.050*/401.450/402.925/2220.000/2262.000/2280.700,,FM,,inactive,
Prox-1,44339,437.345,2300.000,,,,unknown,KEHF-2475-1116-3928-7492
PSAT,40654,28.120/145.825,435.350/145.825,,1200bps AFSK PSK31,PSAT,re-entered,SJIQ-0619-1652-1315-6120
PSAT-2,44354,29.350/145.825,145.825/435.350*/437.605,,1k2 SSTV* PSK31,,re-entered,NSIX-5794-4320-6173-0330
PTD-4,60565,,401.205,,9600bps GFSK,PT4F1N,unknown,UOLM-4510-8859-5501-3189
PTD-R,60523,,401.205,,9600bps GFSK,PTRF1N,unknown,FPXO-5324-9844-5215-6363
PTecSat,,,436.000/437.000-437.200,,1200bps AFSK,,unknown,
PUCP-SAT-1,39442,145.840,145.840/437.200,,1200bps AFSK,,inactive,
PW-Sat1,38083,435.020,145.900,145.902,1200bps BPSK FM CW,VOID,inactive,
PW-Sat2,43814,,435.275,,1k2/9k6* BPSK,,re-entered,LDAB-6354-6935-7024-4067
PyCubed-1,,,437.290,,3000bps FSK LoRa,,unknown,
Pyxis,,,2278.000,,FM,,unknown,
PY4-1,59138,,915.600,,LoRa,,unknown,
PY4-2,59139,,915.600,,LoRa,,unknown,
PY4-3,59145,,915.600,,LoRa,,unknown,GQFZ-9350-0430-5515-5385
PY4-4,59144,,915.600,,LoRa,,unknown,
QARMAN,45263,,437.350,,9600bps GMSK,ON05BE,re-entered,XJKP-5229-8707-4977-2749
QB50p1,40025,435.047-435.077,145.965-145.935,145.815,1200bps BPSK CW SSB,QB50P1,inactive,GJDY-0208-2030-6329-7076
QB50p2,40032,435.080,145.880/145.840,145.880,1200bps BPSK CW FM,QB50P2,inactive,HHWQ-8145-7306-2252-6043
QBEE,42708,,435.800,,9600bps GFSK,ON01SE,re-entered,ZCSR-6244-8593-9764-3160
QBITO,42728,,436.810,,9600bps GFSK,,re-entered,LBKP-1756-4543-6904-4177
QBUA01,,,436.600,,9600bps BPSK,,unknown,
QIKCOM-1,,145.825,145.825,144.390,1200bps AFSK,QIKCOM-1,inactive,
QMR-KWT,48943,,436.500,,9600bps GMSK,LZ0KWT,re-entered,UWUF-5027-7499-9389-6895
QO-100,43700,2400.050-2400.300,10489.550-10489.800,,Linear  transponder,,active,LBQI-9987-6865-3928-8294
QO-100,43700,2401.500-2409.500,10491.000-10499.000,,Digital transponder,,unknown,LBQI-9987-6865-3928-8294
QPS-SAR-8,,,2254.000,,FM,,unknown,
QUAKESAT,27845,,436.682,,9600bps FSK,KD7OVB,inactive,HSIF-3942-9654-8919-1112
Quantutong-1,43158,436.100/2415.000/5667.000,436.100*/2415.000/5845.000,,9k6 GMSK/5Mbps OFDM,,inactive,YAZV-7302-9755-5634-8209
QUBE,60476,,435.600,,9600bps GFSK,DP2QU,active,ZYDE-4447-8719-9309-2022
Qubesat,,,437.740,,5k5 2FSK,,failure,
Qubescout-S1,39443,,437.525,,9600bps GMSK,,re-entered,
Qubik-1,,,435.240,,9k6GFSK/GMSK/BPSK 19k2/38k4QPSK,,failure,
Qubik-2,,,435.340,,9k6GFSK/GMSK/BPSK 19k2/38k4QPSK,,failure,
Qubik-3,53958,,435.240,,9600bps GFSK/BPSK,,re-entered,
Qubik-4,53958,,435.240,,9600bps GFSK/BPSK,,re-entered,
QUETZAL-1,45598,,437.200,,4800bps GMSK,,re-entered,NNTZ-3770-3101-7586-3070
Q-PACE,,,437.275,,9600bps FSK,,inactive,
R2,,,401.050,,FM,,unknown,
R5-S1,,,,,,,failure,
R5-S2-2.0,60208,,1621.250,,FM,,unknown,
R5-S4,60204,,1621.250,,FM,,unknown,
Raavana-1,44329,,437.375,437.375,4800bps GMSK CW,JG6YLG,re-entered,DAYF-8008-3500-7638-0985
RACE,,,437.525,437.525,38k4 GMSK CW,,failure,
RadFxSat,43017,435.250,145.960,145.960,FM* CTCSS 67.0Hz/200bps DUV,,active,PMAW-9203-2442-8666-3249
RadFXsat-2,47311,145.860-145.890,435.790-435.760,435.750,1k2 BPSK SSB CW*,,re-entered,XQDI-8444-4243-4320-9055
RadSat-g,43553,,437.425,,9600bps GMSK,K7MSU,re-entered,ZJCQ-6364-2928-4931-9019
RadSat-SK,57313,145.830,435.400,,9k6 GMSK,,re-entered,
RadSat-u,45262,,437.425,,19200bps GMSK,,re-entered,NAGJ-3385-0266-8518-2949
RAFT,29661,145.825,145.825,,1200bps AFSK,RAFT,re-entered,
RAIKO,38852,,2.285GHz 13GHz,2285.000,38.4Kbps-500Kbps BPSK,,non-amateur,
RAMSAT,48850,,436.300,,9600bps FSK,CQ,re-entered,YJWC-7364-7085-7563-0113
RANDEV,52898,,436.030,,1k2*/9k6 BPSK,RANDEV,active,LYKB-5376-2648-5150-0020
RANGE-A,43772,,437.150,,0.1kbps-115.2kbps FSK/MSK/GFSK/GMSK,,inactive,AORC-4589-7955-4109-3531
RANGE-B,43773,,437.475,,0.1kbps-115.2kbps FSK/MSK/GFSK/GMSK,,inactive,OTVL-0209-5913-2544-1321
RASAT,37791,,437.400,,9600bps FSK,RASAT0-11 12,inactive,
Rassvet-2-1,59779,,,,,,unknown,PFWT-2170-5249-1641-6126
Rassvet-2-2,59780,,,,,,unknown,CILR-9176-2144-9091-8237
Rassvet-2-3,59781,,,,,,unknown,GMTV-5966-1906-9595-0119
RAX-1,37223,,437.505,,9600bps GMSK,RAX-1,inactive,
RAX-2,37853,,437.345,,9600bps GMSK,,re-entered,
Reaktor Hello World,43743,,437.775/2410.000,437.775,9k6* 2GFSK/1MbpsMSK CW*,OH2RHW1,re-entered,ILUP-3176-4624-1525-3825
Red Diamond,42783,,401.150,,9600bps FSK,,active,CNKC-2118-9597-8621-1044
Replicator,60235,,401.725,2246.500,9600bps GMSK,,unknown,LICR-0509-3868-4896-9571
ReshUCube-1,53382,,435.380,,2k4/9k6/19k2*GMSK_USP,RS8S,re-entered,EUTM-6475-4739-7036-7152
ReshUCube-2,57168,,435.640/435.742/436.000/436.675,,9k6 FSK/DOKA LoRa,RS37S,inactive,SEMQ-5896-1667-7154-6568
RINCON,,,436.870,437.345,1200bps AFSK,WA4CEW,failure,
RISING-2,39769,435.xxx,2401.xxx,,1200bps 9600-96000bps,,non-amateur,SMPD-4198-8107-5033-2525
ROBUSTA-1A,38084,,437.325,,1200bps AFSK,,re-entered,
ROBUSTA-1B,42792,,437.325,437.325,1200bps AFSK CW,FX6FR,re-entered,YIMH-1412-6494-9671-2122
ROBUSTA-1C,44399,,436.750,,9600bps GFSK,,inactive,AXJM-2333-0617-1242-6553
ROBUSTA-1D,53111,,436.500,,1k2AFSK 2k4*/9k6GMSK,FX6FRB,inactive,XKZZ-2829-5729-9508-2566
ROBUSTA-1E,58471,,436.250,,2k4/9k6*FSK,FX6FRC,active,FNGO-2772-5931-1779-2835
ROBUSTA-1F,53109,,436.750,,1k2AFSK 2k4*/9k6GMSK,FX6FRA,inactive,ZYKO-7290-5830-6811-4050
ROBUSTA-3A,60243,,436.750,2202.000,9600bps FSK,FX6FRD,active,AEYC-6866-6455-5236-7157
Romeo-n-Leo-165,56206,,402.788,,FM,,unknown,ANXM-6391-1491-9881-7191
ROM-2,56994,,436.235,,GPSK,,inactive,
ROM-3,58568,,436.235,,5000bps GFSK,,unknown,
Rose,,,2213.000,,FM,,unknown,
RoseyCubesat-1,56212,145.850,436.825,,1k2/9k6* BPSK,ROSEY1,re-entered,LLCB-4532-4867-8038-3417
RSP-00,43639,,145.890/436.930,145.890,1k2AFSK 38k4 pi/4QPSK CW,8J1RSP,re-entered,
RSP-01,47925,,145.810,145.810,1k2AFSK/9k6*GMSK/19k2FSK CW,8N1RSP,re-entered,YBRZ-1252-5198-2682-7854
RSP-03,,,437.050,,1k2AFSK 2k4QPSK 9k6GMSK,,to be launched,
RS-1,11085,,,,,,non-operational,
RS-2,11086,,,,,,non-operational,
RS-3,12997,,,,,,non-operational,
RS-4,13000,,,,,,non-operational,
RS-5,12999,,,,,,non-operational,
RS-6,13002,,,,,,non-operational,
RS-7,13001,,,,,,non-operational,
RS-8,12998,,,,,,non-operational,
RS-9,,,,,,,project canceled,
RS-10,18129,,29.357,29.357/29.403,CW,,non-operational,
RS-11,18129,,29.357,29.357/29.403,CW,,non-operational,
RS-12,21089,21.210- 21.250,29.410- 29.450,29.408,SSB CW,,non-operational,
RS-13,21089,21.260- 21.300,145.860-145.900,145.862,SSB CW,,non-operational,
RS-14,21087,,145.822,145.822/145.948,CW,,non-operational,
RS-15,23439,,29.3525,29.3525/29.3987,CW,,unknown,DBOZ-6429-8624-3701-8847
RS-16,24744,,435.510,435.510,CW,,re-entered,
RS-17,24958,,145.820,145.820,CW,,re-entered,
RS-18,25533,,145.812,145.812,CW,,re-entered,
RS-19,25685,,145.815,145.815,CW,,re-entered,
RS-20,27560,,145.828,145.828/435.319,CW,,re-entered,
RS-21,27394,,145.825,145.825,CW,,re-entered,
RS-22,27939,,432.098,432.098/435.352,CW,,unknown,JQJE-9408-3483-0314-4576
RS-23,28523,,435.215,435.215/435.315,CW,,non-operational,
RS-24,,,,,,,unknown,
RS-25,28898,,435.325,435.325,CW,,unknown,
RS-26,28893,,,,,,engineering,
RS-27,,,,,,,launch failed,
RS-28,35869,,435.264,435.264,CW,,non-operational,
RS-29,,,,,,,id reserved,
RS-30,32953,,435.215,435.215/435.315,CW,,non-operational,QDOI-2741-3962-6115-0959
RS-31 to RS-37,,,,,,,for orbcomm,
RS-38,35868,,435.490,435.490,CW,,non-operational,
RS-39,38051,,435.215,435.215/435.315,CW,,non-operational,
RS-40,38735,,435.365,435.365,CW,,non-operational,
RS-41,39492,,435.265,435.265,CW,,non-operational,FVRJ-8983-9120-1903-4578
RS-42,,,,,,,unknown,
RS-43,39133,,435.215,435.215/435.265,CW,,non-operational,VWRK-3457-9973-7957-3445
RS-44,44909,145.935-145.995,435.670-435.610,435.605,SSB CW,RS44,operational,UFYD-5782-6372-2920-6054
RS-45,,,,,,,unknown,
RS-46,39497,,435.465,435.465/435.565,CW,,non-operational,
RS-47,39765,,435.465,435.465/435.565,CW,,non-operational,GAUY-7904-6906-4815-9917
RS-48,41465,,435.315,435.315,CW,,non-operational,IDEJ-3292-6865-3492-6224
RTU-MIREA1,61785,,436.200,436.200,9600bps GFSK CW*,RS51S,active,UKBO-2090-2618-8439-9299
Ruzaevka-390,61766,,437.050,,1143bps AFSK SSTV,RS44S,active,FYAH-9859-4626-0049-4502
RWASAT-1,44790,,,,,,re-entered,INUO-1191-4095-9043-8411
SACRED,,,436.870,,1200bps AFSK,WA4CEW,failure,
SAFIR-S,25399,,,2401.900,9600bps FSK,DP1AIS,inactive,
SaganSat0,60958,145.825,145.825/437.050,437.050,1k2AFSK 4k8GMSK APRS CW,JG6YPC,inactive,
SAKURA,60954,145.825,437.375,437.375,1k2AFSK 4k8*GMSK APRS CW*,JS1YNI,re-entered,JFWC-2606-2022-6839-3095
SALSAT,46495,,435.900/435.950*,,1200bps AFSK,,inactive,CWCJ-6029-4779-5201-8503
SamSat-218D,41466,435.590-435.610,145.850-145.890,145.870,TRXSSAU CW,SAMSAT-218D,re-entered,IBYN-3042-2919-8911-9803
SamSat-ION,57173,,437.400,437.400,1k2*/2k4 FSK CW,RS36S,active,ODQC-6867-8683-7650-3513
SamSat-Ionosphere,61784,,437.400,,1200bps FSK,RS75S,unknown,WEXS-3459-9433-8558-2912
SanoSat-1,51031,436.235,436.235,436.235,500bps GFSK RTTY CW Digipeater,AM9NPQ,re-entered,BZWR-6172-2785-3507-5423
Sapling-1,,,437.400,,LoRa,,unknown,
Sapling-2,56214,,437.400,,LoRa,KN6HCC,active,
Sateliot-0,56183,,401.360,,4k8 GMSK,,unknown,
Sateliot-1,,,399.975/400.550,,QPSK,,inactive,
SATLLA-1,46924,,437.250/2401.000,,LoRa 476bps-9k6bps,,re-entered,
SATLLA-2A,50984,,437.250,,9600bps FSK 62.5k LoRa*,,unknown,
SATLLA-2B,50986,,437.250,,9600bps FSK 62.5k LoRa*,,unknown,TPDX-4064-2548-6167-6896
SATLLA-2I,56227,,437.250,,LoRa,,unknown,
Sathyabamasat,41600,,145.980,,2400bps BPSK CW,SNSAT,re-entered,NIOX-2801-2640-1045-2883
Satoro-T2,60477,,400.425,,2400bps BPSK,BN0TR2,unknown,IYBG-5656-4053-4485-9560
Saturn,57174,,435.790,,1200bps AFSK,RS43S,active,KATA-8177-7690-1660-7290
SaudiSat-1A,26545,,436.775,,9600bps FSK,SASAT1-11 12,inactive,
SaudiSat-1B,26549,,436.075,,9600bps FSK,SASAT2-11 12,inactive,
SaudiSat-1C,27607,145.850,436.795,,FM* tone 67.0Hz,,active,IRES-5964-9687-1982-0089
SaudiSat-4,40016,,,,Ka-band SSB,,inactive,IKUH-1736-5490-5606-9014
SBUDNIC,52774,,435.000,,LoRa,,re-entered,SSBP-7686-6169-1385-2756
SCOOB-2,57484,,437.500,,9600bps GFSK,,inactive,ARJF-4282-1922-6487-5841
Scout-1,59140,,401.500,,FM,,unknown,RAFI-8020-4581-8442-2188
SC-ODIN,57312,436.525,436.525,,GMSK,,re-entered,
SDSAT,47721,,435.500,435.500,LoRa RTTY CW,,inactive,UJIM-5362-3390-5505-7341
SEAM,,,437.250,,9600bps GMSK,SA0SAT,failure,
SEAM-2.0,44411,,437.250/2208.200,,9600bps GMSK,,re-entered,SCLE-0291-5281-1334-3408
SECM-1,40928,,435.645,,4k8*/9k6 GMSK,,re-entered,YQXC-7549-6593-3361-1643
Sedna-1,60580,,400.625,,FM,,unknown,ZLIE-7804-8915-4694-4659
SEEDS,,,437.485,,1200bps AFSK,JQ1YGU,failure,
SEEDS-II,32791,,437.485,437.485,1k2AFSK CW* DigiTalker,JQ1YGU,active,WLHF-1710-4037-0881-2319
SeeMe,,,437.425/2425.000,437.450,CW,,inactive,
SelfieSat,53951,,437.500,,9600bps 2FSK,WJ2XOX,active,OSBB-5160-7827-1540-1828
Sentry,59140,,401.500,,FM,,unknown,RAFI-8020-4581-8442-2188
Serenity,,,437.100,,4800bps AFSK,,failure,
Serenity-2,53955,,437.100,,4800bps AFSK,,re-entered,
Serenity-3,60206,,437.100,,4800bps GFSK,,unknown,
SERPENS,40897,,145.980/437.365,,1k2 MSK/9k6 GFSK CW,PY0ESA,re-entered,FQAU-3569-6670-8687-3430
SGSat,42703,,437.450,,9600bps FSK,,unknown,
Shaonian-Xing,43199,,,436.370,9600bps BPSK,MXSAT-1,active,UFIT-6008-6845-0096-1151
SharjahSat-1,55104,,437.325/2405.000,,256/1k2/9k6* GMSK,A60UOS,active,DELH-6722-1461-1897-7938
SHERPA-AC1,52763,,400.481,400.481,CW,,active,GZWO-4435-4264-5456-3264
ShindaiSat,39572,,437.305,437.485,1200bps AFSK CW,JR0ZST,re-entered,
SHIN'EN2,40320,145.940-145.960,435.280-435.260,437.385/437.505,SSB WSJT/CW,JG6YIG,deep space,MZIS-9467-7863-2777-4468
SibSU,53382,,435.380,,2k4/9k6*/19k2 GMSK_USP,RS8S,re-entered,EUTM-6475-4739-7036-7152
SIGMA,43134,,435.780,,9600bps BPSK,,inactive,
SIMBA,46279,,401.175,,1200bps BPSK,,re-entered,VSTX-5196-9784-0975-3350
Siren,53384,,437.750,,2k4/9k6* GMSK_USP,RS30S,re-entered,TSYE-5592-5507-8880-3661
SiriusSat-1,43595,,435.570/435.619,,4800bps GMSK,RS13S,re-entered,BLWY-9945-8549-3046-3067
SiriusSat-2,43596,,435.670/435.719,,4800bps GMSK,RS14S,re-entered,OWBN-9783-9030-5673-9344
Sirius-SINP-3U,57170,,436.550,,1k2AFSK/4k8GMSK,,inactive,
SITRO-AIS-5,57176,,401.134,,2k4 GMSK_USP,SC3227,active,NRAD-4746-6573-1238-7533
SITRO-AIS-6,57192,,401.170,,2k4 GMSK_USP,SC3228,active,VLWX-1627-4909-3286-3695
SITRO-AIS-7,57194,,401.200,,2k4 GMSK_USP,SC3229,active,JSYE-0149-1738-9700-1441
SITRO-AIS-8,57193,,401.230,,2k4 GMSK_USP,SC2210,active,EINY-8730-9827-5965-3152
SITRO-AIS-9,57201,,401.260,,2k4 GMSK_USP,SC2211,active,KYRP-5328-3519-5716-9299
SITRO-AIS-10,57199,,401.290,,2k4 GMSK_USP,SC2212,active,PHVZ-1185-4095-1354-8720
SITRO-AIS-11,57208,,401.320,,2k4 GMSK_USP,SC2213,active,BTMY-6498-5817-1415-4137
SITRO-AIS-12,57204,,401.350,,2k4 GMSK_USP,SC2214,active,PZEY-6339-9659-2258-4284
SITRO-AIS-13,61743,,401.015,,2k4 GMSK_USP,SC3231,active,RGSZ-0920-6709-0781-6800
SITRO-AIS-14,61752,,401.035,,2k4 GMSK_USP,SC3232,unknown,XBCM-2444-8723-2063-1860
SITRO-AIS-15,61738,,401.055,,2k4 GMSK_USP,SC3233,unknown,IWTX-3285-6320-1822-9070
SITRO-AIS-16,61737,,401.075,,2k4 GMSK_USP,SC3234,unknown,DSVG-7940-2907-4221-6289
SITRO-AIS-17,61789,,401.095,,2k4 GMSK_USP,SC3235,unknown,JRAL-1077-7404-4112-3387
SITRO-AIS-18,61790,,401.115,,2k4 GMSK_USP,SC3236,unknown,SYCP-0508-2610-5330-6926
SITRO-AIS-19,61759,,401.135,,2k4 GMSK_USP,SC3237,unknown,VLQF-5068-8022-3260-4042
SITRO-AIS-20,61758,,401.155,,2k4 GMSK_USP,SC3238,unknown,QTUB-4133-0510-9509-3707
SITRO-AIS-21,61739,,401.175,,2k4 GMSK_USP,SC2309,unknown,UCFL-1421-7367-6173-4013
SITRO-AIS-22,61740,,401.195,,2k4 GMSK_USP,SC2310,unknown,JCCX-9296-2809-6004-0718
SITRO-AIS-23,61742,,401.215,,2k4 GMSK_USP,SC2311,unknown,YGZT-8723-5846-9934-3412
SITRO-AIS-24,61741,,401.235,,2k4 GMSK_USP,SC2312,active,TRON-6813-0273-5537-8885
SITRO-AIS-25,59066,,401.260,,2k4 GMSK_USP,SC2313,active,ALSH-7792-3053-9043-5937
SITRO-AIS-26,59067,,401.290,,2k4 GMSK_USP,SC2314,active,LEYF-9833-5773-7513-7039
SITRO-AIS-27,59068,,401.320,,2k4 GMSK_USP,SC2315,active,TFHP-8381-2856-3771-0898
SITRO-AIS-28,59071,,401.350,,2k4 GMSK_USP,SC2316,active,QBAD-3953-1599-8847-5828
SITRO-AIS-29,59052,,401.360,,2k4 GMSK_USP,SC2317,active,
SITRO-AIS-30,59053,,401.020,,2k4 GMSK_USP,SC2318,active,
SITRO-AIS-31,59054,,401.040,,2k4 GMSK_USP,SC2319,active,MJYG-1305-3322-9647-4171
SITRO-AIS-32,59057,,401.060,,2k4 GMSK_USP,SC2320,active,AHIQ-6261-1381-9151-8638
SITRO-AIS-33,59055,,401.080,,2k4 GMSK_USP,SC2321,active,ZRBN-5589-4326-3586-7443
SITRO-AIS-34,59058,,401.100,,2k4 GMSK_USP,SC2322,active,GWGI-3233-9228-6755-9737
SITRO-AIS-35,59056,,401.120,,2k4 GMSK_USP,SC2323,active,OBMG-8045-5635-2816-6327
SITRO-AIS-36,59059,,401.140,,2k4 GMSK_USP,SC2324,active,GZOI-5873-1458-3880-9802
SITRO-AIS-37,61780,,401.025,,2k4 GMSK_USP,SC2325,active,FTBQ-6196-7815-5075-3958
SITRO-AIS-38,61786,,401.045,,2k4 GMSK_USP,SC2326,unknown,FFBD-0569-3658-8632-6485
SITRO-AIS-39,61778,,401.065,,2k4 GMSK_USP,SC2327,unknown,EBOD-7707-1906-5225-7688
SITRO-AIS-40,61776,,401.085,,2k4 GMSK_USP,SC2328,unknown,NRCG-0362-0567-0567-5483
SITRO-AIS-41,61760,,401.105,,2k4 GMSK_USP,SC2329,unknown,CYOX-9810-7226-8589-8352
SITRO-AIS-42,61756,,401.125,,2k4 GMSK_USP,SC2330,unknown,BFUM-8692-8299-8436-2228
SITRO-AIS-43,61755,,401.145,,2k4 GMSK_USP,SC2331,unknown,IVCK-0330-2812-2301-8665
SITRO-AIS-44,61748,,401.165,,2k4 GMSK_USP,SC2332,unknown,EHDK-3254-3608-4037-6765
SITRO-AIS-45,61788,,401.185,,2k4 GMSK_USP,SC2333,unknown,JADE-4377-6478-5986-2355
SITRO-AIS-46,61774,,401.205,,2k4 GMSK_USP,SC2334,unknown,ZBVE-3642-7824-0324-5322
SITRO-AIS-47,61773,,401.225,,2k4 GMSK_USP,SC2360,unknown,OQQY-3994-3361-3091-7110
SITRO-AIS-48,61771,,401.245,,2k4 GMSK_USP,SC2370,active,TFFQ-6286-4853-7503-3720
SITRO-AIS-49,59060,,401.160,,2k4 GMSK_USP,SC2337,active,AHLL-7972-4412-3002-1177
SITRO-AIS-50,59061,,401.180,,2k4 GMSK_USP,SC2338,active,NEBP-5184-1083-8938-2249
SITRO-AIS-51,59062,,401.200,,2k4 GMSK_USP,SC2339,active,QXYV-7911-9423-9188-9035
SITRO-AIS-52,59063,,401.220,,2k4 GMSK_USP,SC2340,active,DOGC-7624-8359-4736-1321
SITRO-AIS-53,59776,,401.050,,2k4 GMSK_USP,SC2341,unknown,ONSC-2128-9588-6624-5100
SITRO-AIS-54,59777,,401.080,,2k4 GMSK_USP,SC2342,unknown,SYEN-9282-8275-6947-6745
SITRO-AIS-55,59809,,401.108,,2k4 GMSK_USP,SC2343,unknown,DAYJ-0946-5871-8218-4145
SITRO-AIS-56,59778,,401.215,,2k4 GMSK_USP,SC2344,unknown,RBPP-4436-6355-8978-8861
SIT-2086,61764,,401.030,,2k4 GMSK_USP,SC2335-1,unknown,WQFZ-2668-6663-7878-5978
SIT-HSE,61763,,401.015,,2k4 GMSK_USP,SC2336-1,unknown,PGYI-7132-9309-6598-0525
skCUBE,42789,437.100,437.100/2401.000,437.100,9600bps GMSK Digipeater CW,OM9SAT,re-entered,LASJ-3104-0320-4540-8721
Skif-D,54153,,435.566,,FM,,unknown,DFJV-3382-6994-0160-5316
Skoltech-B1,53379,,435.000*/435.600,,9600bps GMSK_USP,R0AJU-1,re-entered,ABXM-4898-9222-6959-5721
Skoltech-B2,53380,,435.000*/435.600,,9600bps GMSK_USP,R0AJU-1,re-entered,BDML-1083-7096-5526-2883
SkyCube,39567,,915.000,,57.6Kbps,,non-amateur,
SLIM,,,437.410,2212.000,CW,,active,
SMEX-9,31304,,2282.500,,,,re-entered,FGXO-4320-3859-3880-6242
